# Location:	Subtropic/Chennai airport, Year: 2021-2040, Longitude: -80.183, STD longitude: -82.5, Latitude: 13.000	
# NB: The longitudes are defined negative for values to the east and positive to the west.
TIME ta Ghoris Gbn w10 EL
6353 33.32 297.88 489.69 0.40 412.65
6354 32.11 92.53 293.25 0.40 416.79
6355 31.34 0.00 0.00 0.20 423.38
6356 30.57 0.00 0.00 0.00 421.89
6357 29.80 0.00 0.00 0.00 419.65
6358 29.03 0.00 0.00 0.30 418.40
6359 28.27 0.00 0.00 0.40 417.73
6360 27.50 0.00 0.00 0.50 416.09
6361 26.92 0.00 0.00 0.40 412.22
6362 26.30 0.00 0.00 0.90 409.04
6363 25.68 0.00 0.00 1.20 411.88
6364 25.35 0.00 0.00 1.80 412.57
6365 25.10 0.00 0.00 1.80 411.53
6366 24.84 0.00 0.00 1.60 411.06
6367 25.92 65.34 188.14 1.00 416.29
6368 27.70 267.55 412.60 0.60 411.20
6369 29.66 500.77 564.53 0.90 407.39
6370 31.49 695.26 623.03 0.70 404.14
6371 33.07 834.51 595.85 0.90 403.68
6372 34.29 897.37 594.32 1.50 408.66
6373 35.44 908.61 614.06 0.70 404.00
6374 36.12 852.09 603.75 0.40 404.13
6375 36.29 713.09 617.48 0.10 404.82
6376 35.67 490.52 476.96 0.20 406.49
6377 34.44 288.40 471.79 0.10 405.63
6378 33.08 83.04 304.34 0.40 410.30
6379 32.19 0.00 0.00 0.50 413.16
6380 31.29 0.00 0.00 0.60 407.60
6381 30.39 0.00 0.00 0.20 409.84
6382 29.50 0.00 0.00 0.10 408.07
6383 28.60 0.00 0.00 0.10 405.49
6384 27.70 0.00 0.00 0.20 399.72
6385 26.99 0.00 0.00 0.40 403.24
6386 26.14 0.00 0.00 0.20 398.83
6387 25.39 0.00 0.00 0.50 398.24
6388 24.83 0.00 0.00 0.70 397.79
6389 24.28 0.00 0.00 0.70 394.63
6390 23.86 0.00 0.00 0.70 392.32
6391 24.79 67.23 206.94 0.80 398.21
6392 26.13 277.52 446.57 0.50 393.13
6393 27.68 520.75 645.66 0.40 391.07
6394 29.09 713.99 640.00 0.50 385.87
6395 30.27 851.29 603.62 0.40 386.61
6396 31.09 881.66 547.00 0.20 388.99
6397 31.66 893.54 563.72 0.60 390.78
6398 31.98 858.75 613.46 0.90 389.13
6399 31.96 705.32 634.96 0.40 395.42
6400 31.52 523.17 611.85 0.60 395.52
6401 30.63 297.16 531.67 0.70 399.36
6402 29.41 80.55 310.85 1.60 404.06
6403 28.59 0.00 0.00 2.20 405.67
6404 27.77 0.00 0.00 2.50 402.06
6405 26.95 0.00 0.00 2.90 402.81
6406 26.13 0.00 0.00 2.20 399.90
6407 25.41 0.00 0.00 2.90 394.85
6408 24.50 0.00 0.00 3.60 393.42
6409 24.36 0.00 0.00 3.10 391.74
6410 24.30 0.00 0.00 2.50 393.22
6411 24.24 0.00 0.00 3.90 393.48
6412 24.25 0.00 0.00 1.80 388.94
6413 24.25 0.00 0.00 1.00 387.67
6414 24.28 0.00 0.00 1.60 385.92
6415 25.74 87.93 399.47 1.50 385.71
6416 27.76 336.07 716.95 1.60 376.10
6417 29.89 606.87 897.77 2.90 376.04
6418 31.90 837.90 830.54 2.50 375.30
6419 32.54 647.78 261.86 1.60 397.18
6420 34.09 1088.67 919.67 2.50 380.78
6421 35.58 1090.31 1014.82 4.80 384.61
6422 36.52 1007.60 754.89 5.40 382.33
6423 34.16 66.97 0.00 5.40 437.18
6424 32.68 48.85 0.00 5.90 432.25
6425 31.73 165.10 121.75 8.00 410.12
6426 30.80 95.73 266.16 6.40 393.04
6427 30.45 0.00 0.00 4.20 398.83
6428 30.09 0.00 0.00 3.30 396.17
6429 29.73 0.00 0.00 2.20 397.67
6430 29.37 0.00 0.00 1.80 395.48
6431 29.02 0.00 0.00 1.30 401.46
6432 28.66 0.00 0.00 1.00 399.35
6433 27.97 0.00 0.00 0.60 398.70
6434 27.22 0.00 0.00 0.20 396.58
6435 26.47 0.00 0.00 0.70 394.64
6436 26.06 0.00 0.00 1.30 394.01
6437 25.65 0.00 0.00 1.60 390.99
6438 25.36 0.00 0.00 1.30 391.91
6439 26.23 52.25 44.65 2.50 397.15
6440 27.37 188.53 89.24 2.20 399.52
6441 29.41 477.58 400.83 3.90 390.56
6442 30.41 480.75 153.89 2.70 398.83
6443 31.20 538.45 115.02 2.50 403.95
6444 32.26 728.29 299.05 2.30 399.81
6445 33.08 762.47 329.94 2.20 398.88
6446 33.51 763.79 436.59 2.50 397.71
6447 34.13 776.46 750.69 2.20 390.74
6448 33.98 511.34 552.75 2.90 398.65
6449 33.26 258.29 315.93 4.50 403.92
6450 32.08 57.65 104.70 2.50 418.05
6451 31.45 0.00 0.00 3.90 423.32
6452 30.83 0.00 0.00 3.60 420.67
6453 30.20 0.00 0.00 3.30 418.88
6454 29.57 0.00 0.00 3.30 414.18
6455 28.94 0.00 0.00 3.10 412.44
6456 28.31 0.00 0.00 4.20 412.66
6457 27.98 0.00 0.00 3.10 408.03
6458 27.68 0.00 0.00 1.60 407.11
6459 27.39 0.00 0.00 2.20 408.91
6460 27.26 0.00 0.00 2.00 411.51
6461 27.13 0.00 0.00 1.50 410.25
6462 27.05 0.00 0.00 1.60 417.24
6463 27.76 51.66 41.97 0.70 414.59
6464 28.64 179.89 79.93 0.20 414.53
6465 30.99 645.29 755.97 0.20 390.42
6466 32.47 731.61 587.93 0.50 393.40
6467 32.58 474.42 84.56 0.70 430.89
6468 33.19 627.33 169.78 0.70 412.73
6469 33.15 440.46 65.21 1.00 438.02
6470 32.20 79.31 0.00 1.00 442.61
6471 31.53 118.35 0.00 0.60 436.13
6472 30.84 48.60 0.00 1.20 438.36
6473 30.25 27.33 0.00 1.50 439.43
6474 29.76 27.48 0.00 0.90 428.83
6475 29.33 0.00 0.00 0.70 440.85
6476 28.94 0.00 0.00 1.00 438.16
6477 28.24 0.00 0.00 0.90 436.43
6478 28.10 0.00 0.00 1.00 431.08
6479 27.87 0.00 0.00 0.20 428.74
6480 27.51 0.00 0.00 0.30 425.58
6481 26.99 0.00 0.00 0.70 424.91
6482 26.39 0.00 0.00 0.60 420.30
6483 25.79 0.00 0.00 0.90 415.72
6484 25.47 0.00 0.00 0.80 412.84
6485 25.23 0.00 0.00 0.90 410.52
6486 24.98 0.00 0.00 1.80 408.07
6487 25.75 52.14 47.72 2.70 412.38
6488 27.01 206.98 132.70 2.30 409.10
6489 29.27 538.58 574.63 2.50 403.72
6490 29.98 444.42 123.26 2.00 410.35
6491 31.30 715.40 314.34 2.00 396.94
6492 31.21 376.58 41.54 2.00 419.14
6493 31.67 598.99 162.55 3.60 407.77
6494 32.27 725.03 348.51 3.90 398.35
6495 32.48 593.66 322.66 6.40 404.17
6496 32.06 345.84 144.69 5.90 410.58
6497 31.11 115.63 0.00 5.40 426.69
6498 30.13 40.97 5.10 5.60 420.16
6499 29.65 0.00 0.00 7.10 424.80
6500 29.17 0.00 0.00 4.20 419.69
6501 28.69 0.00 0.00 5.00 418.24
6502 28.22 0.00 0.00 3.90 422.45
6503 27.74 0.00 0.00 2.90 425.58
6504 27.26 0.00 0.00 2.00 428.65
6505 27.02 0.00 0.00 1.20 428.40
6506 26.79 0.00 0.00 2.20 429.39
6507 26.55 0.00 0.00 1.30 429.56
6508 26.43 0.00 0.00 1.00 429.13
6509 26.31 0.00 0.00 2.00 431.60
6510 26.23 0.00 0.00 2.00 433.44
6511 26.64 22.77 0.00 1.60 432.35
6512 27.56 124.08 1.15 0.30 426.22
6513 28.11 163.98 0.16 0.80 429.92
6514 29.14 332.10 24.99 1.00 418.90
6515 29.47 251.18 11.99 2.00 428.99
6516 30.62 560.58 124.85 2.00 417.52
6517 31.76 679.14 237.27 1.30 414.85
6518 31.93 381.56 38.77 0.70 430.04
6519 32.39 541.07 240.38 2.00 412.44
6520 32.05 230.55 29.44 1.50 425.62
6521 31.60 166.98 54.76 2.20 425.32
6522 30.88 33.94 0.00 3.10 431.38
6523 30.49 0.00 0.00 2.50 432.81
6524 30.11 0.00 0.00 3.10 433.72
6525 29.72 0.00 0.00 3.90 434.02
6526 29.34 0.00 0.00 2.70 432.21
6527 28.95 0.00 0.00 2.50 427.99
6528 28.57 0.00 0.00 3.30 424.25
6529 28.18 0.00 0.00 2.50 423.65
6530 27.78 0.00 0.00 3.10 420.73
6531 27.38 0.00 0.00 4.80 416.66
6532 27.18 0.00 0.00 3.90 411.16
6533 26.97 0.00 0.00 3.10 407.92
6534 26.83 0.00 0.00 2.90 409.03
6535 27.46 38.41 0.00 2.20 410.69
6536 28.22 129.98 4.90 2.90 408.64
6537 29.66 343.78 131.56 3.30 396.30
6538 31.04 503.87 169.28 2.70 393.00
6539 31.68 448.65 40.52 2.00 407.09
6540 32.27 508.47 77.92 2.20 408.22
6541 33.17 709.68 325.89 2.70 397.45
6542 33.06 467.37 48.43 2.50 409.09
6543 33.30 385.41 39.93 1.80 411.46
6544 32.98 285.43 83.52 0.90 409.94
6545 32.07 35.27 0.00 1.20 431.01
6546 31.23 6.30 0.00 0.70 435.56
6547 30.72 0.00 0.00 0.90 437.23
6548 30.20 0.00 0.00 2.00 435.30
6549 29.68 0.00 0.00 2.00 432.33
6550 29.16 0.00 0.00 1.50 431.00
6551 28.65 0.00 0.00 0.70 431.74
6552 28.13 0.00 0.00 0.10 426.62
6553 27.28 0.00 0.00 0.20 440.49
6554 26.77 0.00 0.00 0.90 436.99
6555 26.37 0.00 0.00 1.30 434.80
6556 25.49 0.00 0.00 0.80 431.11
6557 24.48 0.00 0.00 0.60 424.22
6558 25.62 0.00 0.00 0.80 428.93
6559 26.40 34.93 0.00 0.30 432.49
6560 27.18 115.34 0.00 0.80 435.06
6561 27.51 203.20 7.00 1.80 432.85
6562 28.46 295.96 12.74 3.51 431.75
6563 28.96 262.47 2.98 3.51 440.11
6564 29.13 256.21 5.58 0.80 442.67
6565 30.18 520.78 83.04 0.30 430.17
6566 30.87 502.93 91.70 0.30 433.21
6567 31.42 528.99 215.00 0.90 429.35
6568 31.70 456.85 395.97 3.21 413.46
6569 31.53 332.01 597.36 1.60 417.29
6570 30.98 54.32 105.20 0.80 430.80
6571 30.23 0.00 0.00 0.60 430.45
6572 29.48 0.00 0.00 0.30 422.63
6573 28.70 0.00 0.00 0.20 423.39
6574 27.99 0.00 0.00 0.60 426.28
6575 27.18 0.00 0.00 0.30 421.58
6576 26.47 0.00 0.00 1.50 416.54
6577 25.83 0.00 0.00 2.20 417.15
6578 25.11 0.00 0.00 1.10 412.34
6579 24.43 0.00 0.00 3.51 407.80
6580 24.00 0.00 0.00 3.81 404.83
6581 23.57 0.00 0.00 0.90 401.88
6582 23.27 0.00 0.00 0.30 399.69
6583 24.58 67.97 218.37 0.10 407.32
6584 26.60 303.30 573.18 0.30 398.05
6585 28.74 548.64 740.82 0.20 393.69
6586 30.72 753.57 788.77 0.60 389.83
6587 32.42 902.06 803.68 1.00 389.51
6588 33.71 981.99 818.83 3.21 388.65
6589 34.87 964.32 770.65 4.21 391.88
6590 35.49 880.34 753.44 5.11 392.80
6591 35.55 724.87 723.68 6.01 396.77
6592 34.84 516.93 665.78 5.41 395.90
6593 33.39 277.94 517.24 3.21 398.89
6594 32.01 57.80 154.77 2.40 409.29
6595 31.11 0.00 0.00 0.80 413.24
6596 30.21 0.00 0.00 0.90 409.72
6597 29.31 0.00 0.00 1.00 406.96
6598 28.41 0.00 0.00 0.50 402.02
6599 27.51 0.00 0.00 0.30 399.75
6600 26.61 0.00 0.00 0.90 401.61
6601 25.95 0.00 0.00 0.80 399.87
6602 25.25 0.00 0.00 1.60 401.06
6603 24.60 0.00 0.00 2.60 402.90
6604 24.18 0.00 0.00 1.00 402.83
6605 23.76 0.00 0.00 1.60 404.09
6606 23.47 0.00 0.00 1.10 402.18
6607 24.77 67.70 191.04 0.60 408.68
6608 26.46 267.50 393.71 0.50 405.78
6609 28.22 467.28 427.14 2.20 405.19
6610 29.86 641.22 460.93 0.50 400.50
6611 31.43 807.37 535.67 2.00 402.14
6612 32.67 876.44 585.98 1.50 406.56
6613 33.42 880.35 598.36 0.60 412.22
6614 34.10 828.53 595.69 1.60 409.27
6615 34.32 712.45 674.14 3.51 412.14
6616 33.78 496.05 614.40 1.60 414.04
6617 32.82 263.29 450.35 1.00 419.87
6618 31.45 58.09 178.14 0.60 427.48
6619 30.63 0.00 0.00 2.90 427.35
6620 29.82 0.00 0.00 3.81 420.34
6621 29.00 0.00 0.00 1.00 422.40
6622 28.18 0.00 0.00 0.40 416.20
6623 27.37 0.00 0.00 0.20 412.95
6624 26.55 0.00 0.00 0.40 412.08
6625 25.97 0.00 0.00 1.00 412.41
6626 25.32 0.00 0.00 1.00 408.82
6627 24.73 0.00 0.00 0.90 404.57
6628 24.32 0.00 0.00 1.50 402.22
6629 23.91 0.00 0.00 0.10 400.32
6630 23.60 0.00 0.00 0.60 398.84
6631 24.91 66.75 223.14 0.60 402.58
6632 26.78 281.85 493.80 1.30 397.83
6633 28.65 482.52 479.63 0.30 401.35
6634 30.31 645.52 465.30 0.50 398.62
6635 31.76 772.74 470.55 2.90 400.16
6636 32.11 586.09 135.20 1.60 415.88
6637 32.37 598.61 145.92 2.20 409.76
6638 32.77 696.03 318.07 3.51 399.04
6639 32.97 652.43 490.07 2.20 396.34
6640 32.76 606.19 798.08 0.80 379.16
6641 32.34 331.70 804.67 1.80 386.23
6642 31.08 79.32 414.00 2.40 397.53
6643 30.42 0.00 0.00 0.80 404.32
6644 29.75 0.00 0.00 0.30 403.76
6645 29.09 0.00 0.00 0.20 403.10
6646 28.43 0.00 0.00 0.10 400.25
6647 27.77 0.00 0.00 0.20 398.32
6648 27.11 0.00 0.00 0.20 394.28
6649 26.84 0.00 0.00 2.00 396.02
6650 26.62 0.00 0.00 4.91 398.96
6651 26.39 0.00 0.00 6.01 401.89
6652 26.29 0.00 0.00 5.61 404.72
6653 26.19 0.00 0.00 1.50 408.56
6654 26.14 0.00 0.00 2.40 414.87
6655 26.85 35.65 0.00 1.00 417.47
6656 26.77 23.81 0.00 4.21 430.10
6657 26.96 54.11 0.00 3.51 430.15
6658 27.68 181.27 7.71 0.60 420.59
6659 29.57 560.43 154.71 0.60 401.27
6660 31.81 867.11 498.96 0.90 390.36
6661 32.79 636.42 192.98 0.80 409.79
6662 33.68 725.96 362.70 0.30 407.72
6663 34.83 797.43 776.59 1.00 400.17
6664 34.88 434.93 322.16 0.90 418.50
6665 33.89 153.96 54.63 0.90 429.90
6666 32.90 16.94 0.00 1.00 442.03
6667 32.32 0.00 0.00 2.40 444.94
6668 31.74 0.00 0.00 1.10 440.24
6669 31.16 0.00 0.00 1.00 437.01
6670 30.58 0.00 0.00 0.30 432.70
6671 30.00 0.00 0.00 0.10 427.71
6672 29.42 0.00 0.00 0.10 424.80
6673 28.68 0.00 0.00 0.30 423.09
6674 27.90 0.00 0.00 0.30 420.48
6675 27.12 0.00 0.00 1.30 415.30
6676 26.71 0.00 0.00 4.61 410.78
6677 26.31 0.00 0.00 0.90 410.78
6678 26.03 0.00 0.00 2.40 412.64
6679 27.13 67.02 186.95 1.60 413.60
6680 28.77 264.97 408.82 1.50 410.75
6681 30.56 490.22 534.53 1.30 410.79
6682 32.29 690.10 583.41 3.21 405.12
6683 33.69 823.44 604.83 4.91 404.10
6684 35.23 906.53 592.65 2.90 405.44
6685 36.24 881.42 615.17 3.81 406.95
6686 36.78 803.28 586.90 2.90 410.41
6687 36.89 677.63 611.96 1.60 408.28
6688 36.27 465.89 508.72 0.60 408.97
6689 35.02 245.22 409.71 2.00 413.39
6690 33.38 51.77 114.70 1.00 421.36
6691 32.69 0.00 0.00 1.50 425.40
6692 31.87 0.00 0.00 0.10 421.87
6693 31.05 0.00 0.00 0.30 419.05
6694 30.23 0.00 0.00 0.20 415.50
6695 29.41 0.00 0.00 0.20 413.87
6696 28.59 0.00 0.00 0.60 410.53
6697 27.92 0.00 0.00 1.00 409.80
6698 27.19 0.00 0.00 1.30 405.61
6699 26.45 0.00 0.00 4.61 404.02
6700 26.05 0.00 0.00 5.41 407.06
6701 25.64 0.00 0.00 3.21 407.00
6702 25.35 0.00 0.00 1.00 403.47
6703 26.37 62.61 168.12 1.00 411.16
6704 28.20 281.91 481.50 1.10 403.27
6705 29.99 492.91 549.89 1.30 404.32
6706 31.46 635.22 434.86 1.80 402.55
6707 32.95 817.40 551.10 2.40 402.14
6708 33.62 744.22 326.84 1.80 413.85
6709 34.47 801.40 465.43 2.20 412.15
6710 34.94 752.26 476.49 1.60 411.37
6711 34.76 553.41 282.21 2.40 417.61
6712 33.89 364.74 138.82 4.21 418.13
6713 32.89 197.26 112.04 2.90 420.17
6714 31.66 45.24 45.30 3.21 423.81
6715 31.23 0.00 0.00 3.51 428.70
6716 30.80 0.00 0.00 1.80 426.59
6717 30.38 0.00 0.00 1.80 428.15
6718 29.95 0.00 0.00 2.20 431.28
6719 29.53 0.00 0.00 0.80 433.65
6720 29.10 0.00 0.00 0.60 437.32
6721 28.84 0.00 0.00 1.50 435.83
6722 26.96 0.00 0.00 0.80 437.98
6723 27.93 0.00 0.00 0.80 438.58
6724 26.88 0.00 0.00 1.60 439.92
6725 28.22 0.00 0.00 3.21 447.39
6726 28.42 0.00 0.00 5.61 446.86
6727 28.99 21.46 0.00 2.40 448.02
6728 29.78 81.70 0.00 2.00 445.77
6729 29.00 108.42 0.00 5.61 452.05
6730 28.85 123.90 0.00 4.61 454.44
6731 29.93 130.39 0.00 4.21 454.77
6732 30.71 248.13 5.30 4.91 453.11
6733 31.57 362.09 19.35 3.51 449.39
6734 32.23 300.98 10.36 7.21 453.05
6735 32.24 253.71 7.73 7.21 453.25
6736 32.37 156.79 0.00 8.61 457.12
6737 32.07 87.12 0.00 6.01 457.81
6738 31.74 18.49 0.00 5.41 460.01
6739 31.39 0.00 0.00 5.11 458.35
6740 31.04 0.00 0.00 7.61 456.70
6741 30.69 0.00 0.00 3.51 456.24
6742 30.32 0.00 0.00 1.10 453.98
6743 29.88 0.00 0.00 4.21 452.10
6744 29.50 0.00 0.00 4.91 453.11
6745 27.24 0.00 0.00 2.60 449.20
6746 26.80 0.00 0.00 3.51 446.89
6747 27.70 0.00 0.00 2.40 452.79
6748 27.13 0.00 0.00 1.10 449.68
6749 25.87 0.00 0.00 1.50 442.60
6750 25.70 0.00 0.00 1.60 442.05
6751 27.31 7.84 0.00 0.40 452.58
6752 26.63 32.31 0.00 0.50 447.32
6753 27.64 55.36 0.00 0.60 453.02
6754 27.95 75.31 0.00 0.40 450.99
6755 27.98 86.16 0.00 1.10 451.25
6756 27.95 96.93 0.00 3.21 450.52
6757 26.62 100.84 0.00 2.90 446.22
6758 27.53 82.61 0.00 3.81 449.74
6759 27.22 72.58 0.00 2.00 447.64
6760 25.97 52.00 0.00 1.50 442.81
6761 25.87 28.73 0.00 4.61 442.64
6762 27.41 6.22 0.00 2.40 453.19
6763 27.44 0.00 0.00 2.90 452.97
6764 27.47 0.00 0.00 2.20 451.66
6765 27.43 0.00 0.00 2.40 452.06
6766 27.32 0.00 0.00 1.60 450.95
6767 27.06 0.00 0.00 1.50 447.80
6768 25.32 0.00 0.00 2.40 437.67
6769 25.37 0.00 0.00 2.20 437.63
6770 26.14 0.00 0.00 2.90 442.17
6771 25.95 0.00 0.00 2.90 440.52
6772 26.99 0.00 0.00 2.90 446.38
6773 26.71 0.00 0.00 2.20 444.17
6774 26.89 0.00 0.00 1.60 444.89
6775 27.91 18.71 0.00 2.60 451.11
6776 28.68 92.48 0.00 4.61 449.51
6777 29.27 137.77 0.00 4.61 450.99
6778 29.59 159.64 0.95 2.40 451.73
6779 29.60 186.82 0.77 2.40 454.65
6780 30.33 200.50 2.55 1.30 449.98
6781 30.46 203.52 2.61 4.21 451.64
6782 30.66 186.32 0.74 2.60 453.83
6783 30.84 173.54 1.73 1.80 451.97
6784 30.85 149.47 0.00 0.90 450.08
6785 30.55 70.39 0.00 0.60 451.51
6786 30.02 15.03 0.00 0.50 454.16
6787 29.58 0.00 0.00 0.00 450.68
6788 29.13 0.00 0.00 0.10 447.14
6789 28.17 0.00 0.00 0.10 440.37
6790 26.69 0.00 0.00 0.30 435.51
6791 26.30 0.00 0.00 0.20 433.45
6792 25.92 0.00 0.00 1.30 428.17
6793 27.41 0.00 0.00 0.50 433.39
6794 26.87 0.00 0.00 0.30 432.23
6795 26.22 0.00 0.00 0.30 424.67
6796 26.01 0.00 0.00 0.80 421.72
6797 25.78 0.00 0.00 0.90 425.86
6798 25.59 0.00 0.00 1.10 426.05
6799 26.22 36.86 0.00 1.60 424.03
6800 26.45 62.34 0.00 1.50 434.25
6801 27.15 162.36 0.00 2.90 430.82
6802 27.91 253.00 7.68 1.80 423.57
6803 28.94 408.99 30.56 1.30 420.05
6804 29.43 349.03 36.35 1.00 426.73
6805 30.91 773.81 365.36 0.40 404.61
6806 31.62 605.82 218.26 0.80 413.28
6807 32.31 670.28 579.24 0.50 403.70
6808 32.64 558.71 770.79 1.10 399.77
6809 32.32 289.59 604.59 0.80 403.68
6810 31.45 60.80 246.32 1.30 412.13
6811 31.01 0.00 0.00 1.10 412.53
6812 30.57 0.00 0.00 0.80 412.47
6813 30.13 0.00 0.00 2.20 413.08
6814 29.69 0.00 0.00 5.61 416.21
6815 29.25 0.00 0.00 7.21 414.20
6816 28.81 0.00 0.00 4.91 415.07
6817 28.37 0.00 0.00 6.01 422.75
6818 27.97 0.00 0.00 4.21 426.66
6819 27.87 0.00 0.00 6.61 425.18
6820 27.75 0.00 0.00 4.91 427.35
6821 27.61 0.00 0.00 1.80 428.16
6822 27.47 0.00 0.00 2.90 427.48
6823 28.03 34.42 0.00 4.21 432.56
6824 27.33 42.52 0.00 7.21 443.61
6825 28.31 86.00 0.00 14.12 450.04
6826 28.25 63.59 0.00 10.62 453.19
6827 29.92 370.36 37.07 6.01 439.29
6828 31.49 597.30 156.39 6.01 433.23
6829 32.15 452.68 56.32 2.20 444.84
6830 32.33 530.49 130.20 2.20 437.86
6831 30.79 312.79 39.78 1.80 445.37
6832 32.97 378.89 248.92 1.30 434.93
6833 33.03 273.60 483.45 1.10 426.93
6834 32.57 37.36 32.14 0.80 448.42
6835 31.81 0.00 0.00 0.60 445.90
6836 31.04 0.00 0.00 0.60 440.56
6837 30.28 0.00 0.00 0.30 435.24
6838 29.52 0.00 0.00 0.60 429.95
6839 28.75 0.00 0.00 0.60 424.70
6840 27.99 0.00 0.00 3.81 419.47
6841 27.15 0.00 0.00 2.20 414.24
6842 26.24 0.00 0.00 1.60 409.24
6843 25.32 0.00 0.00 6.01 400.37
6844 24.90 0.00 0.00 1.80 399.34
6845 24.35 0.00 0.00 0.80 398.32
6846 23.95 0.00 0.00 0.20 400.61
6847 25.03 65.58 206.65 0.20 405.13
6848 27.02 299.33 580.36 0.50 397.99
6849 29.07 542.08 710.17 0.60 399.51
6850 30.50 642.89 480.25 0.80 403.04
6851 31.75 765.46 481.85 0.80 405.36
6852 33.09 1010.80 859.22 0.40 396.79
6853 34.12 906.91 627.83 0.60 402.78
6854 34.61 812.49 613.55 0.40 406.94
6855 34.66 692.65 699.58 0.10 407.77
6856 34.13 528.43 776.74 0.00 408.39
6857 32.78 271.64 594.67 0.00 410.08
6858 31.61 55.01 211.60 0.10 416.98
6859 30.89 0.00 0.00 0.00 421.10
6860 30.18 0.00 0.00 0.00 418.77
6861 29.47 0.00 0.00 0.30 420.19
6862 28.75 0.00 0.00 0.30 418.70
6863 28.04 0.00 0.00 0.00 419.09
6864 27.33 0.00 0.00 0.10 417.00
6865 27.02 0.00 0.00 0.20 416.27
6866 26.66 0.00 0.00 0.10 416.42
6867 26.31 0.00 0.00 1.10 415.66
6868 26.12 0.00 0.00 2.00 415.21
6869 25.92 0.00 0.00 2.20 418.70
6870 25.77 0.00 0.00 2.20 421.35
6871 26.65 52.77 53.11 2.40 424.33
6872 28.16 229.95 239.39 1.60 416.03
6873 30.81 603.43 738.57 1.50 404.65
6874 32.53 696.24 538.11 1.30 408.52
6875 32.95 527.98 119.39 1.80 427.20
6876 33.02 535.57 100.34 2.00 425.65
6877 32.99 448.22 39.04 0.80 430.82
6878 33.00 397.64 26.69 0.30 438.42
6879 32.85 403.31 89.60 1.10 438.77
6880 32.25 244.10 21.66 1.00 444.62
6881 31.39 112.96 2.52 0.80 448.51
6882 30.46 28.32 0.00 0.80 445.86
6883 30.11 0.00 0.00 0.60 446.17
6884 29.76 0.00 0.00 0.10 442.18
6885 29.41 0.00 0.00 0.10 436.23
6886 29.06 0.00 0.00 0.20 434.59
6887 28.70 0.00 0.00 0.00 429.79
6888 28.35 0.00 0.00 0.00 428.95
6889 27.78 0.00 0.00 0.00 431.66
6890 28.04 0.00 0.00 0.00 432.93
6891 27.88 0.00 0.00 0.10 432.80
6892 27.79 0.00 0.00 0.10 429.13
6893 27.70 0.00 0.00 0.50 428.29
6894 27.64 0.00 0.00 1.10 428.89
6895 28.80 61.55 169.53 2.60 432.58
6896 30.92 286.23 485.82 1.60 422.48
6897 30.54 431.68 292.46 2.60 426.67
6898 31.64 228.66 18.09 3.81 454.18
6899 31.55 398.64 28.68 2.00 445.22
6900 32.62 316.40 21.05 1.50 454.20
6901 32.57 203.98 2.19 2.00 461.05
6902 31.83 141.94 0.00 1.30 462.69
6903 32.34 340.50 36.68 2.40 446.11
6904 32.36 272.65 70.78 2.60 444.26
6905 32.27 242.71 400.90 1.80 429.70
6906 31.64 37.96 40.58 1.80 443.09
6907 31.01 0.00 0.00 0.90 438.98
6908 30.37 0.00 0.00 2.60 434.88
6909 29.74 0.00 0.00 3.21 430.80
6910 29.10 0.00 0.00 2.20 426.73
6911 28.47 0.00 0.00 2.60 422.68
6912 27.83 0.00 0.00 1.10 419.47
6913 27.26 0.00 0.00 2.00 417.83
6914 26.65 0.00 0.00 2.90 412.30
6915 26.04 0.00 0.00 3.51 411.10
6916 25.72 0.00 0.00 2.90 407.65
6917 25.39 0.00 0.00 2.90 407.15
6918 25.16 0.00 0.00 3.21 409.57
6919 26.17 58.50 125.32 3.51 410.17
6920 27.68 231.10 177.54 5.41 407.12
6921 29.09 387.86 197.93 6.61 410.32
6922 31.05 670.06 534.87 1.50 402.67
6923 32.65 796.13 561.37 1.80 405.59
6924 33.25 695.54 291.49 1.50 415.73
6925 33.95 702.80 293.93 1.50 414.89
6926 34.47 704.14 394.39 0.60 414.35
6927 34.64 619.09 523.92 1.60 414.00
6928 34.18 435.43 467.16 3.51 412.94
6929 32.91 183.22 164.69 10.62 421.80
6930 31.94 37.25 25.45 8.61 425.71
6931 31.17 0.00 0.00 4.21 425.51
6932 30.40 0.00 0.00 3.21 421.63
6933 29.63 0.00 0.00 5.11 422.73
6934 28.86 0.00 0.00 4.21 415.48
6935 28.08 0.00 0.00 4.21 415.00
6936 27.31 0.00 0.00 3.81 414.86
6937 26.73 0.00 0.00 2.20 415.83
6938 26.11 0.00 0.00 1.00 415.30
6939 25.49 0.00 0.00 4.91 412.75
6940 25.17 0.00 0.00 4.21 413.54
6941 24.93 0.00 0.00 1.10 411.82
6942 24.68 0.00 0.00 2.00 409.92
6943 25.73 64.21 198.71 2.60 416.05
6944 27.37 250.72 348.25 1.10 415.44
6945 29.07 447.55 388.48 1.50 413.38
6946 30.61 606.49 398.32 2.90 408.55
6947 32.17 788.39 551.08 4.61 406.98
6948 33.04 803.31 493.52 4.21 410.87
6949 34.13 841.12 571.96 3.51 408.55
6950 34.74 771.58 585.98 1.60 411.64
6951 34.85 629.03 561.29 2.60 416.09
6952 34.16 413.25 414.10 3.81 419.40
6953 32.90 216.27 377.20 2.40 416.28
6954 31.87 40.63 72.59 0.90 422.24
6955 31.04 0.00 0.00 1.00 423.90
