Hour	Heat demand [kW]
3211	0.061144356
3212	0.0680999
3213	0.062088798
3214	0.050177704
3215	0.044288824
3216	0.038977722
3217	0.040755496
3218	0.042966604
3219	0.050622148
3220	0.066388792
3221	0.091010978
3222	0.115833164
3223	0.10117763
3224	0.076977666
3225	0.060499912
3226	0.054944364
3227	0.038744388
3228	0.027733292
3229	0.01866664
3230	0.01095554
3231	0.00974443
3232	0.01126665
3233	0.018755528
3234	0.031599954
3235	0.05845547
3236	0.061533244
3237	0.065711016
3238	0.05276659
3239	0.044288824
3240	0.041822162
3241	0.040755496
3242	0.045222156
3243	0.05551103
3244	0.072477672
3245	0.099633188
3246	0.121233156
3247	0.10117763
3248	0.073611004
3249	0.041488828
3250	0.01431109
3251	0.01308887
3252	0.01278887
3253	0.01217776
3254	0.01095554
3255	0.00974443
3256	0.01126665
3257	0.01491109
3258	0.01704442
3259	0.032955508
3260	0.04707771
3261	0.062088798
3262	0.04758882
3263	0.04283327
3264	0.039688832
3265	0.03642217
3266	0.03471106
3267	0.041655494
3268	0.053188812
3269	0.073755448
3270	0.090633202
3271	0.070088786
3272	0.048377708
3273	0.02881107
3274	0.01431109
3275	0.01308887
3276	0.01278887
3277	0.01217776
3278	0.01095554
3279	0.00974443
3280	0.01126665
3281	0.01491109
3282	0.01704442
3283	0.02222219
3284	0.02344441
3285	0.029466624
3286	0.029455512
3287	0.03195551
3288	0.030455512
3289	0.027744404
3290	0.032455508
3291	0.031066622
3292	0.037966612
3293	0.053622144
3294	0.076233222
3295	0.073544338
3296	0.071933228
3297	0.062088798
3298	0.056455474
3299	0.048722152
3300	0.034533284
3301	0.019966638
3302	0.014655534
3303	0.021877746
3304	0.026133296
3305	0.034133284
3306	0.043499936
3307	0.057111028
3308	0.065466572
3309	0.064499906
3310	0.0458666
3311	0.039211054
3312	0.040399942
3313	0.040755496
3314	0.042966604
3315	0.047366598
3316	0.056233252
3317	0.088133206
3318	0.11223317
3319	0.070088786
3320	0.045022156
3321	0.01613331
3322	0.01431109
3323	0.01308887
3324	0.01278887
3325	0.01217776
3326	0.01095554
3327	0.00974443
3328	0.01126665
3329	0.01491109
3330	0.051433258
3331	0.086633208
3332	0.079922106
3333	0.074166558
3334	0.051911036
3335	0.047911042
3336	0.045377712
3337	0.04292216
3338	0.042966604
3339	0.046544376
3340	0.058266582
3341	0.085255432
3342	0.09783319
3343	0.078722108
3344	0.053433256
3345	0.027222182
3346	0.01431109
3347	0.01308887
3348	0.01278887
3349	0.01217776
3350	0.02821107
3351	0.025522186
3352	0.027377738
3353	0.030288844
3354	0.039533276
3355	0.054433254
3356	0.072033228
3357	0.080199884
3358	0.058822136
3359	0.04718882
3360	0.045377712
3361	0.045822156
3362	0.04597771
3363	0.048988818
3364	0.062333242
3365	0.085255432
3366	0.108633176
3367	0.090810978
3368	0.07529989
3369	0.06525546
3370	0.033877728
3371	0.015944422
3372	0.020944414
3373	0.032955508
3374	0.042999938
3375	0.031588842
3376	0.054644364
3377	0.07386656
3378	0.09244431
3379	0.105422068
3380	0.106188734
3381	0.100744298
3382	0.069177678
3383	0.055888808
3384	0.051777702
3385	0.051599924
3386	0.055733252
3387	0.062033244
3388	0.079588774
3389	0.118333162
3390	0.162644208
3391	0.17201086
3392	0.164444206
3393	0.15241089
3394	0.137733132
3395	0.125699818
3396	0.105199846
3397	0.08747765
3398	0.082433214
3399	0.07772211
3400	0.068266568
3401	0.077710998
3402	0.09244431
3403	0.116166498
3404	0.123255376
3405	0.109199842
3406	0.080410994
3407	0.068211012
3408	0.062433242
3409	0.060999912
3410	0.06249991
3411	0.073444338
3412	0.094810974
3413	0.12695537
3414	0.137433134
3415	0.108088732
3416	0.078655442
3417	0.063666574
3418	0.036888836
3419	0.054433254
3420	0.045399934
3421	0.045933266
3422	0.042999938
3423	0.038877722
3424	0.049677706
3425	0.066177682
3426	0.071277674
3427	0.086633208
3428	0.100933186
3429	0.106777622
3430	0.079544328
3431	0.063855462
3432	0.063144352
3433	0.06534435
3434	0.07001101
3435	0.07914433
3436	0.099888744
3437	0.13414425
3438	0.151833112
3439	0.109822062
3440	0.078655442
3441	0.041488828
3442	0.01431109
3443	0.01308887
3444	0.01278887
3445	0.01217776
3446	0.01095554
3447	0.00974443
3448	0.01126665
3449	0.01491109
3450	0.01704442
3451	0.024911074
3452	0.051022148
3453	0.057255472
3454	0.04241105
3455	0.038488832
3456	0.038977722
3457	0.042199938
3458	0.04597771
3459	0.05306659
3460	0.066388792
3461	0.0838221
3462	0.087033206
3463	0.049355484
3464	0.01978886
3465	0.01613331
3466	0.01431109
3467	0.01308887
3468	0.01278887
3469	0.01217776
3470	0.01095554
3471	0.00974443
3472	0.01126665
3473	0.01491109
3474	0.01704442
3475	0.02222219
3476	0.02344441
3477	0.02222219
3478	0.021677746
3479	0.021077748
3480	0.0226333
3481	0.026299962
3482	0.029455512
3483	0.035955504
3484	0.044055492
3485	0.053622144
3486	0.051022148
3487	0.02344441
3488	0.01978886
3489	0.01613331
3490	0.01431109
3491	0.01308887
3492	0.01278887
3493	0.01217776
3494	0.01095554
3495	0.00974443
3496	0.01126665
3497	0.01491109
3498	0.01704442
3499	0.02222219
3500	0.02344441
3501	0.02222219
3502	0.01217776
3503	0.008033322
3504	0.01055554
3505	0.01399998
3506	0.015177756
3507	0.023733298
3508	0.0227333
3509	0.03348884
3510	0.02942218
3511	0.02344441
3512	0.01978886
3513	0.01613331
3514	0.01431109
3515	0.01308887
3516	0.01278887
3517	0.01217776
3518	0.01095554
3519	0.00974443
3520	0.01126665
3521	0.021322192
3522	0.030277734
3523	0.04637771
3524	0.058899914
3525	0.062088798
3526	0.036366614
3527	0.02761107
3528	0.02689996
3529	0.02485552
3530	0.024199964
3531	0.02698885
3532	0.03694439
3533	0.055066586
3534	0.083433212
3535	0.09254431
3536	0.082022102
3537	0.06525546
3538	0.054944364
3539	0.04445549
3540	0.030455512
3541	0.016066644
3542	0.01095554
3543	0.00974443
3544	0.01126665
3545	0.01491109
3546	0.030277734
3547	0.054433254
3548	0.061533244
3549	0.05966658
3550	0.040677718
3551	0.033411062
3552	0.031166622
3553	0.032077732
3554	0.033955506
3555	0.036766614
3556	0.046088822
3557	0.070877674
3558	0.09783319
3559	0.09945541
3560	0.097166526
3561	0.08585543
3562	0.080533216
3563	0.07153323
3564	0.067144346
3565	0.066711014
3566	0.061477688
3567	0.060722134
3568	0.060833244
3569	0.07386656
3570	0.077888776
3571	0.083955434
3572	0.09436653
3573	0.089866536
3574	0.061411022
3575	0.049355484
3576	0.047511042
3577	0.046544376
3578	0.047477708
3579	0.051433258
3580	0.064355462
3581	0.091010978
3582	0.121233156
3583	0.109822062
3584	0.092122088
3585	0.062088798
3586	0.045922156
3587	0.025922184
3588	0.022299968
3589	0.013477758
3590	0.012188872
3591	0.014599978
3592	0.018699972
3593	0.026444406
3594	0.031599954
3595	0.038322166
3596	0.051022148
3597	0.057255472
3598	0.038955498
3599	0.030511066
3600	0.029033292
3601	0.032077732
3602	0.033955506
3603	0.038399944
3604	0.051166592
3605	0.069444344
3606	0.088833204
3607	0.073544338
3608	0.056788806
3609	0.039899942
3610	0.018822194
3611	0.01308887
3612	0.01278887
3613	0.01217776
3614	0.01095554
3615	0.00974443
3616	0.01126665
3617	0.01491109
3618	0.01704442
3619	0.02222219
3620	0.02344441
3621	0.031888842
3622	0.029455512
3623	0.030511066
3624	0.034011062
3625	0.038588832
3626	0.04222216
3627	0.048988818
3628	0.064355462
3629	0.088133206
3630	0.110433172
3631	0.085633208
3632	0.05174437
3633	0.025644408
3634	0.01431109
3635	0.01308887
3636	0.01278887
3637	0.01217776
3638	0.01095554
3639	0.00974443
3640	0.01126665
3641	0.01491109
3642	0.01704442
3643	0.02222219
3644	0.02475552
3645	0.027055516
3646	0.014766646
3647	0.01237776
3648	0.01339998
3649	0.016177754
3650	0.020444414
3651	0.02862218
3652	0.037966612
3653	0.04212216
3654	0.038422166
3655	0.02344441
3656	0.01978886
3657	0.01613331
3658	0.01431109
3659	0.01308887
3660	0.01278887
3661	0.01217776
3662	0.01095554
3663	0.00974443
3664	0.01126665
3665	0.01491109
3666	0.01704442
3667	0.02222219
3668	0.02344441
3669	0.02222219
3670	0.022544412
3671	0.01745553
3672	0.01766664
3673	0.023399966
3674	0.025699962
3675	0.02698885
3676	0.03389995
3677	0.053622144
3678	0.081633214
3679	0.070088786
3680	0.066888792
3681	0.05733325
3682	0.051933258
3683	0.04017772
3684	0.01278887
3685	0.01217776
3686	0.01095554
3687	0.00974443
3688	0.01126665
3689	0.01491109
3690	0.01704442
3691	0.02222219
3692	0.028688848
3693	0.03308884
3694	0.02081108
3695	0.016733308
3696	0.0148222
3697	0.011111094
3698	0.009922208
3699	0.011511094
3700	0.0227333
3701	0.029177736
3702	0.025822184
3703	0.02344441
3704	0.01978886
3705	0.01613331
3706	0.01431109
3707	0.01308887
3708	0.01278887
3709	0.01217776
3710	0.01095554
3711	0.00974443
3712	0.01126665
3713	0.01491109
3714	0.01704442
3715	0.02222219
3716	0.02344441
3717	0.02222219
3718	0.01217776
3719	0.0073111
3720	0.00486666
3721	0.00243333
3722	0.00091111
3723	0.004177772
3724	0.00649999
3725	0.0076111
3726	0.02222219
3727	0.02344441
3728	0.01978886
3729	0.01613331
3730	0.01431109
3731	0.01308887
3732	0.01278887
3733	0.01217776
3734	0.01095554
3735	0.00974443
3736	0.01126665
3737	0.01491109
3738	0.01704442
3739	0.02222219
3740	0.02344441
3741	0.02222219
3742	0.01217776
3743	0.0073111
3744	0.00486666
3745	0.00243333
3746	0.00091111
3747	0.00091111
3748	0.00243333
3749	0.0076111
3750	0.02222219
3751	0.02344441
3752	0.01978886
3753	0.01613331
3754	0.01431109
3755	0.01308887
3756	0.01278887
3757	0.01217776
3758	0.01095554
3759	0.00974443
3760	0.01126665
3761	0.01491109
3762	0.01704442
3763	0.02222219
3764	0.02344441
3765	0.02222219
3766	0.01217776
3767	0.0073111
3768	0.00486666
3769	0.00243333
3770	0.001666664
3771	0.006622212
3772	0.01055554
3773	0.010488874
3774	0.02222219
3775	0.02344441
3776	0.01978886
3777	0.01613331
3778	0.01431109
3779	0.01308887
3780	0.01278887
3781	0.01217776
3782	0.015888866
3783	0.029166624
3784	0.033566618
3785	0.040544386
3786	0.048788818
3787	0.054433254
3788	0.06941101
3789	0.07174434
3790	0.05104437
3791	0.038488832
3792	0.034011062
3793	0.032799952
3794	0.03471106
3795	0.039211054
3796	0.051166592
3797	0.076633222
3798	0.09783319
3799	0.076999888
3800	0.053433256
3801	0.025644408
3802	0.01431109
3803	0.01308887
3804	0.01278887
3805	0.01217776
3806	0.01095554
3807	0.00974443
3808	0.01126665
3809	0.01491109
3810	0.01704442
3811	0.026244406
3812	0.041833272
3813	0.053633256
3814	0.038955498
3815	0.035588838
3816	0.035433282
3817	0.037866612
3818	0.039211054
3819	0.041655494
3820	0.054211032
3821	0.070877674
3822	0.074433224
3823	0.049355484
3824	0.01978886
3825	0.01613331
3826	0.01431109
3827	0.01308887
3828	0.01278887
3829	0.01217776
3830	0.01095554
3831	0.00974443
3832	0.01126665
3833	0.01491109
3834	0.01704442
3835	0.02222219
3836	0.02344441
3837	0.02222219
3838	0.01217776
3839	0.0073111
3840	0.00557777
3841	0.00315555
3842	0.006922212
3843	0.009877764
3844	0.01359998
3845	0.0076111
3846	0.02222219
3847	0.02344441
3848	0.01978886
3849	0.01613331
3850	0.018822194
3851	0.04302216
3852	0.052199924
3853	0.04983326
3854	0.049155484
3855	0.04373327
3856	0.0459666
3857	0.052077702
3858	0.05541103
3859	0.059799912
3860	0.064155462
3861	0.06087769
3862	0.04241105
3863	0.03195551
3864	0.031166622
3865	0.029911068
3866	0.030199956
3867	0.040033276
3868	0.059277692
3869	0.086699874
3870	0.11943316
3871	0.114999832
3872	0.103888738
3873	0.09061098
3874	0.082044326
3875	0.082933212
3876	0.060344356
3877	0.077099888
3878	0.094755418
3879	0.087433206
3880	0.091822088
3881	0.100777632
3882	0.118899826
3883	0.133610916
3884	0.132455362
3885	0.121277602
3886	0.08473321
3887	0.068933232
3888	0.065277682
3889	0.063899906
3890	0.06474435
3891	0.072622116
3892	0.091766534
3893	0.132710918
3894	0.173444192
3895	0.16855531
3896	0.164444206
3897	0.150822002
3898	0.14074424
3899	0.129977588
3900	0.122866488
3901	0.114744278
3902	0.104610958
3903	0.10321096
3904	0.105455402
3905	0.113588724
3906	0.125510928
3907	0.138977576
3908	0.13771091
3909	0.132144252
3910	0.095955416
3911	0.079088774
3912	0.079488774
3913	0.078355442
3914	0.079022108
3915	0.088110982
3916	0.109022064
3917	0.155710884
3918	0.182444178
3919	0.158188658
3920	0.129122034
3921	0.115966498
3922	0.083544322
3923	0.078666552
3924	0.053555478
3925	0.040744386
3926	0.02821107
3927	0.027955514
3928	0.03481106
3929	0.041822162
3930	0.059377692
3931	0.10005541
3932	0.110122062
3933	0.11039984
3934	0.076955444
3935	0.06748879
3936	0.063855462
3937	0.06027769
3938	0.06249991
3939	0.068555456
3940	0.082633214
3941	0.118333162
3942	0.148233118
3943	0.135733136
3944	0.108933174
3945	0.100122076
3946	0.08655543
3947	0.07438878
3948	0.041322162
3949	0.01866664
3950	0.014655534
3951	0.01095554
3952	0.024899964
3953	0.03542217
3954	0.048788818
3955	0.062477686
3956	0.065466572
3957	0.069333232
3958	0.050177704
3959	0.041388828
3960	0.041111052
3961	0.037866612
3962	0.036211058
3963	0.045733266
3964	0.061311022
3965	0.09244431
3966	0.12663315
3967	0.118455384
3968	0.097166526
3969	0.087444318
3970	0.069999898
3971	0.092922086
3972	0.063066574
3973	0.052422146
3974	0.040533274
3975	0.054655476
3976	0.055877696
3977	0.061044356
3978	0.09376653
3979	0.11213317
3980	0.11537761
3981	0.09712208
3982	0.063133242
3983	0.048633262
3984	0.043244382
3985	0.042199938
3986	0.048977706
3987	0.05225548
3988	0.071466562
3989	0.102510962
3990	0.132033142
3991	0.114999832
3992	0.102210962
3993	0.074766558
3994	0.091077646
3995	0.098622078
3996	0.076655444
3997	0.045933266
3998	0.04668882
3999	0.037666612
4000	0.047199932
4001	0.05592214
4002	0.068633234
4003	0.089322092
4004	0.095677638
4005	0.093488752
4006	0.062277688
4007	0.052988812
4008	0.055333252
4009	0.053055478
4010	0.051977702
4011	0.059588802
4012	0.076544334
4013	0.09244431
4014	0.123033154
4015	0.104633182
4016	0.07529989
4017	0.04465549
4018	0.03236662
4019	0.018788862
4020	0.016866642
4021	0.014777756
4022	0.01095554
4023	0.00974443
4024	0.01126665
4025	0.016199976
4026	0.030277734
4027	0.050399926
4028	0.07072212
4029	0.065711016
4030	0.044999934
4031	0.039211054
4032	0.034722172
4033	0.037866612
4034	0.040722162
4035	0.048177708
4036	0.061311022
4037	0.091010978
4038	0.101433186
4039	0.076999888
4040	0.039966608
4041	0.017722196
4042	0.01431109
4043	0.01308887
4044	0.01278887
4045	0.01217776
4046	0.01095554
4047	0.00974443
4048	0.01126665
4049	0.01491109
4050	0.01704442
4051	0.02222219
4052	0.033944396
4053	0.03551106
4054	0.037222168
4055	0.03703328
4056	0.036855502
4057	0.038588832
4058	0.040722162
4059	0.047366598
4060	0.060299912
4061	0.073755448
4062	0.07803322
4063	0.042444382
4064	0.01978886
4065	0.01613331
4066	0.01431109
4067	0.01308887
4068	0.01278887
4069	0.01217776
4070	0.01095554
4071	0.00974443
4072	0.01126665
4073	0.01491109
4074	0.01704442
4075	0.02222219
4076	0.02344441
4077	0.02222219
4078	0.01217776
4079	0.014555534
4080	0.01766664
4081	0.018344418
4082	0.021944412
4083	0.02862218
4084	0.032888842
4085	0.037811056
4086	0.025822184
4087	0.02344441
4088	0.01978886
4089	0.01613331
4090	0.01431109
4091	0.01308887
4092	0.01278887
4093	0.01217776
4094	0.01095554
4095	0.00974443
4096	0.01126665
4097	0.01491109
4098	0.01704442
4099	0.02222219
4100	0.02344441
4101	0.02222219
4102	0.01217776
4103	0.0073111
4104	0.00486666
4105	0.00243333
4106	0.00091111
4107	0.00091111
4108	0.00243333
4109	0.0076111
4110	0.02222219
4111	0.02344441
4112	0.01978886
4113	0.01613331
4114	0.01431109
4115	0.01308887
4116	0.01278887
4117	0.01217776
4118	0.01095554
4119	0.00974443
4120	0.01126665
4121	0.01491109
4122	0.01704442
4123	0.02222219
4124	0.02344441
4125	0.02222219
4126	0.01217776
4127	0.0073111
4128	0.00486666
4129	0.00243333
4130	0.00091111
4131	0.00091111
4132	0.00243333
4133	0.0076111
4134	0.02222219
4135	0.02344441
4136	0.01978886
4137	0.01613331
4138	0.01431109
4139	0.01308887
4140	0.01278887
4141	0.01217776
4142	0.01095554
4143	0.00974443
4144	0.01126665
4145	0.01491109
4146	0.01704442
4147	0.02222219
4148	0.02344441
4149	0.02222219
4150	0.01217776
4151	0.0073111
4152	0.00486666
4153	0.00315555
4154	0.003922216
4155	0.006622212
4156	0.01156665
4157	0.019111084
4158	0.025822184
4159	0.02344441
4160	0.01978886
4161	0.01613331
4162	0.01431109
4163	0.01308887
4164	0.01278887
4165	0.01217776
4166	0.01095554
4167	0.00974443
4168	0.01126665
4169	0.01491109
4170	0.01704442
4171	0.02222219
4172	0.02344441
4173	0.02222219
4174	0.01217776
4175	0.008755542
4176	0.00984443
4177	0.011111094
4178	0.017433308
4179	0.022099968
4180	0.02476663
4181	0.02486663
4182	0.025822184
4183	0.02344441
4184	0.01978886
4185	0.01613331
4186	0.01431109
4187	0.01308887
4188	0.01278887
4189	0.01217776
4190	0.01095554
4191	0.00974443
4192	0.01126665
4193	0.01491109
4194	0.01704442
4195	0.02222219
4196	0.02344441
4197	0.02222219
4198	0.01217776
4199	0.0073111
4200	0.0077111
4201	0.013277758
4202	0.01593331
4203	0.022911078
4204	0.02781107
4205	0.026299962
4206	0.02222219
4207	0.02344441
4208	0.01978886
4209	0.01613331
4210	0.01431109
4211	0.01308887
4212	0.01278887
4213	0.01217776
4214	0.01095554
4215	0.00974443
4216	0.01126665
4217	0.01491109
4218	0.01704442
4219	0.02222219
4220	0.02344441
4221	0.02222219
4222	0.01217776
4223	0.0073111
4224	0.01126665
4225	0.006777768
4226	0.002411108
4227	0.006622212
4228	0.0146222
4229	0.011922204
4230	0.02222219
4231	0.02344441
4232	0.01978886
4233	0.01613331
4234	0.01431109
4235	0.01308887
4236	0.01278887
4237	0.01217776
4238	0.01095554
4239	0.00974443
4240	0.01126665
4241	0.01491109
4242	0.01704442
4243	0.02222219
4244	0.02344441
4245	0.02222219
4246	0.01217776
4247	0.0073111
4248	0.00486666
4249	0.003877772
4250	0.006922212
4251	0.009066654
4252	0.01258887
4253	0.017677752
4254	0.02222219
4255	0.02344441
4256	0.01978886
4257	0.01613331
4258	0.01431109
4259	0.01308887
4260	0.01278887
4261	0.01217776
4262	0.01095554
4263	0.00974443
4264	0.01126665
4265	0.01491109
4266	0.01704442
4267	0.02222219
4268	0.02344441
4269	0.02222219
4270	0.01217776
4271	0.0073111
4272	0.00486666
4273	0.00243333
4274	0.00091111
4275	0.00254444
4276	0.00852221
4277	0.01623331
4278	0.034822172
4279	0.03379995
4280	0.024833298
4281	0.02405552
4282	0.03236662
4283	0.01308887
4284	0.01278887
4285	0.01217776
4286	0.015888866
4287	0.013377758
4288	0.013744424
4289	0.021322192
4290	0.026311072
4291	0.031611066
4292	0.033944396
4293	0.030677734
4294	0.018222196
4295	0.013111092
4296	0.01126665
4297	0.010388874
4298	0.011422206
4299	0.011511094
4300	0.01563331
4301	0.026299962
4302	0.038422166
4303	0.02344441
4304	0.01978886
4305	0.01613331
4306	0.01431109
4307	0.01308887
4308	0.01278887
4309	0.01217776
4310	0.01095554
4311	0.00974443
4312	0.01126665
4313	0.01491109
4314	0.01704442
4315	0.02222219
4316	0.02344441
4317	0.02222219
4318	0.01217776
4319	0.016733308
4320	0.018377752
4321	0.021233302
4322	0.022688856
4323	0.02779996
4324	0.035933282
4325	0.037811056
4326	0.034822172
4327	0.02344441
4328	0.01978886
4329	0.01613331
4330	0.01431109
4331	0.01308887
4332	0.01278887
4333	0.01217776
4334	0.01095554
4335	0.00974443
4336	0.01126665
4337	0.01491109
4338	0.01704442
4339	0.02222219
4340	0.02344441
4341	0.02222219
4342	0.01389998
4343	0.015277756
4344	0.0148222
4345	0.017622196
4346	0.016688864
4347	0.020466636
4348	0.02476663
4349	0.02486663
4350	0.027622182
4351	0.02344441
4352	0.01978886
4353	0.01613331
4354	0.01431109
4355	0.01308887
4356	0.01278887
4357	0.01217776
4358	0.01095554
4359	0.00974443
4360	0.01126665
4361	0.01491109
4362	0.01704442
4363	0.02222219
4364	0.02344441
4365	0.02222219
4366	0.01217776
4367	0.010933318
4368	0.019088862
4369	0.018344418
4370	0.021188858
4371	0.025355518
4372	0.041011052
4373	0.065122128
4374	0.092433198
4375	0.08908876
4376	0.078655442
4377	0.068422122
4378	0.057955472
4379	0.048722152
4380	0.033166618
4381	0.025155518
4382	0.023277744
4383	0.023088856
4384	0.02242219
4385	0.029011068
4386	0.032922174
4387	0.041011052
4388	0.04445549
4389	0.043966602
4390	0.027722182
4391	0.02181108
4392	0.019799972
4393	0.01978886
4394	0.01968886
4395	0.022099968
4396	0.02679996
4397	0.039244388
4398	0.052822146
4399	0.042444382
4400	0.034922172
4401	0.017722196
4402	0.021833302
4403	0.025922184
4404	0.023655522
4405	0.014777756
4406	0.012188872
4407	0.00974443
4408	0.013744424
4409	0.034133284
4410	0.05541103
4411	0.06382213
4412	0.064155462
4413	0.062088798
4414	0.041544384
4415	0.033411062
4416	0.031877732
4417	0.029911068
4418	0.028699958
4419	0.02943329
4420	0.03694439
4421	0.052188812
4422	0.067233236
4423	0.066633236
4424	0.039966608
4425	0.027222182
4426	0.01431109
4427	0.01308887
4428	0.01278887
4429	0.01217776
4430	0.01095554
4431	0.00974443
4432	0.01126665
4433	0.01491109
4434	0.01704442
4435	0.02222219
4436	0.028688848
4437	0.03308884
4438	0.024266632
4439	0.023255522
4440	0.02334441
4441	0.0147222
4442	0.017433308
4443	0.020466636
4444	0.02781107
4445	0.037811056
4446	0.05642214
4447	0.049355484
4448	0.03156662
4449	0.017722196
4450	0.01431109
4451	0.01308887
4452	0.01278887
4453	0.01217776
4454	0.01095554
4455	0.00974443
4456	0.01126665
4457	0.01491109
4458	0.01704442
4459	0.02222219
4460	0.02344441
4461	0.03308884
4462	0.025999962
4463	0.014555534
4464	0.00913332
4465	0.01399998
4466	0.01593331
4467	0.022099968
4468	0.031877732
4469	0.034933282
4470	0.033022174
4471	0.02344441
4472	0.01978886
4473	0.01613331
4474	0.01431109
4475	0.01308887
4476	0.01278887
4477	0.01217776
4478	0.01095554
4479	0.00974443
4480	0.01126665
4481	0.01491109
4482	0.01704442
4483	0.02222219
4484	0.02344441
4485	0.02222219
4486	0.01217776
4487	0.011655538
4488	0.01126665
4489	0.00749999
4490	0.01593331
4491	0.022911078
4492	0.02476663
4493	0.026299962
4494	0.042022162
4495	0.02862218
4496	0.01978886
4497	0.01613331
4498	0.01431109
4499	0.01308887
4500	0.01278887
4501	0.01217776
4502	0.01095554
4503	0.00974443
4504	0.01126665
4505	0.01491109
4506	0.032922174
4507	0.065166572
4508	0.078599886
4509	0.088666538
4510	0.065733238
4511	0.052988812
4512	0.046799932
4513	0.045099934
4514	0.045222156
4515	0.047366598
4516	0.061311022
4517	0.089566536
4518	0.117633162
4519	0.09945541
4520	0.088755426
4521	0.084266544
4522	0.074511002
4523	0.048722152
4524	0.033166618
4525	0.042044384
4526	0.04668882
4527	0.064366572
4528	0.06951101
4529	0.068733234
4530	0.080544328
4531	0.10005541
4532	0.099622078
4533	0.092288754
4534	0.063133242
4535	0.05225548
4536	0.048933262
4537	0.04871104
4538	0.052733256
4539	0.057144362
4540	0.071466562
4541	0.09244431
4542	0.108633176
4543	0.078722108
4544	0.046699932
4545	0.022477746
4546	0.026344406
4547	0.023066634
4548	0.020944414
4549	0.01866664
4550	0.01095554
4551	0.00974443
4552	0.01126665
4553	0.01491109
4554	0.01704442
4555	0.023566632
4556	0.043144382
4557	0.036722168
4558	0.018222196
4559	0.018177752
4560	0.02121108
4561	0.021233302
4562	0.021944412
4563	0.024544408
4564	0.035933282
4565	0.060811022
4566	0.081633214
4567	0.070088786
4568	0.045022156
4569	0.025644408
4570	0.01431109
4571	0.01308887
4572	0.01278887
4573	0.01217776
4574	0.01095554
4575	0.00974443
4576	0.01126665
4577	0.01491109
4578	0.01704442
4579	0.02222219
4580	0.02344441
4581	0.028266626
4582	0.018222196
4583	0.013111092
4584	0.01411109
4585	0.008944432
4586	0.00466666
4587	0.005799992
4588	0.00954443
4589	0.019111084
4590	0.045622156
4591	0.059722136
4592	0.03156662
4593	0.01613331
4594	0.01431109
4595	0.01308887
4596	0.01278887
4597	0.01217776
4598	0.01095554
4599	0.00974443
4600	0.01126665
4601	0.01491109
4602	0.01704442
4603	0.02222219
4604	0.02344441
4605	0.02222219
4606	0.01217776
4607	0.0073111
4608	0.00486666
4609	0.00243333
4610	0.00091111
4611	0.00091111
4612	0.00243333
4613	0.0076111
4614	0.02222219
4615	0.02344441
4616	0.01978886
4617	0.01613331
4618	0.01431109
4619	0.01308887
4620	0.01278887
4621	0.01217776
4622	0.01095554
4623	0.00974443
4624	0.01126665
4625	0.01491109
4626	0.01704442
4627	0.02222219
4628	0.02344441
4629	0.02222219
4630	0.01217776
4631	0.0073111
4632	0.00486666
4633	0.00243333
4634	0.00091111
4635	0.008244432
4636	0.01258887
4637	0.020555526
4638	0.02222219
4639	0.02344441
4640	0.01978886
4641	0.01613331
4642	0.01431109
4643	0.01308887
4644	0.01278887
4645	0.01217776
4646	0.01095554
4647	0.00974443
4648	0.01126665
4649	0.01491109
4650	0.01704442
4651	0.02222219
4652	0.030011068
4653	0.03308884
4654	0.032044398
4655	0.029055514
4656	0.02689996
4657	0.03135551
4658	0.03471106
4659	0.041655494
4660	0.058266582
4661	0.0838221
4662	0.103233184
4663	0.076999888
4664	0.060155468
4665	0.031977732
4666	0.026344406
4667	0.01308887
4668	0.01278887
4669	0.01217776
4670	0.01095554
4671	0.00974443
4672	0.01126665
4673	0.01491109
4674	0.01704442
4675	0.027588848
4676	0.036577724
4677	0.050011038
4678	0.04241105
4679	0.038488832
4680	0.035433282
4681	0.03135551
4682	0.031699954
4683	0.039211054
4684	0.050144372
4685	0.067999902
4686	0.07803322
4687	0.057988804
4688	0.028199958
4689	0.01613331
4690	0.01431109
4691	0.01308887
4692	0.01278887
4693	0.01217776
4694	0.01095554
4695	0.00974443
4696	0.01126665
4697	0.01491109
4698	0.01704442
4699	0.02222219
4700	0.027377738
4701	0.03429995
4702	0.025133296
4703	0.026155518
4704	0.02334441
4705	0.02557774
4706	0.033211062
4707	0.040844384
4708	0.050144372
4709	0.062255464
4710	0.07803322
4711	0.066633236
4712	0.048377708
4713	0.030399956
4714	0.01431109
4715	0.01308887
4716	0.01278887
4717	0.029055514
4718	0.038066612
4719	0.04008883
4720	0.043488826
4721	0.052077702
4722	0.05673325
4723	0.061144356
4724	0.061533244
4725	0.056044362
4726	0.036366614
4727	0.028333292
4728	0.02547774
4729	0.022677744
4730	0.022688856
4731	0.02698885
4732	0.032888842
4733	0.039244388
4734	0.052822146
4735	0.037255502
4736	0.01978886
4737	0.01613331
4738	0.01431109
4739	0.01308887
4740	0.01278887
4741	0.01217776
4742	0.01095554
4743	0.00974443
4744	0.01126665
4745	0.01491109
4746	0.01704442
4747	0.02222219
4748	0.02344441
4749	0.02222219
4750	0.01217776
4751	0.0073111
4752	0.00486666
4753	0.00243333
4754	0.00091111
4755	0.00091111
4756	0.00547777
4757	0.0076111
4758	0.02222219
4759	0.02344441
4760	0.01978886
4761	0.01613331
4762	0.01431109
4763	0.01308887
4764	0.01278887
